Data_Point,Date_Time,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),ACR(Ohm),dV/dt(V/s),Internal_Resistance(Ohm),dQ/dV(Ah/V),dV/dQ(V/Ah),FIRST_POINT,LAST_POINT,CC2CV_POINT,UNSAFE_POINT,WARNING_POINT,BMS_CONTORL_POINT,SMB_CONTORL_POINT,SIMLATION_POINT,PLUSE_POINT,SDL_POINT,IR_POINT,BURSTMODE_POINT,RESUME_POINT,SET_VALUABLE_POINT,SET_VALUE_POINT,DYNAMIC_CONTROL_ON,CURRENT_FILTER_OFF,POWER_MANAGE_FUNCTION_ON,CURRENT_COARSETUNE_OFF,CURRENT_FINETUNE_OFF,IR_VALUE_NULL,SIMU_CLAMPDIGITVOLT_ON,CURRENT_SOFTWARECLAMP_ON,POWER_SOFTWARECLAMP_ON
129,09/06/2023 12:36:18.959,1.6275,1.6274,1,1,0,0.1814814,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
130,09/06/2023 12:36:18.964,1.6322,1.6321,1,1,0,0.1814904,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
131,09/06/2023 12:36:18.969,1.6371,1.637,1,1,0,0.1815004,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
132,09/06/2023 12:36:18.973,1.6413,1.6412,1,1,0,0.181489,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
133,09/06/2023 12:36:18.978,1.6466,1.6465,1,1,0,0.1814814,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
134,09/06/2023 12:36:18.982,1.6508,1.6507,1,1,0,0.181469,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
135,09/06/2023 12:36:18.988,1.6563,1.6562,1,1,0,0.1814709,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
136,09/06/2023 12:36:18.994,1.6626,1.6625,1,1,0,0.1814833,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
137,09/06/2023 12:36:18.999,1.6676,1.6675,1,1,0,0.1814852,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
138,09/06/2023 12:36:19.004,1.6721,1.672,1,1,0,0.1814866,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
139,09/06/2023 12:36:19.009,1.6771,1.677,1,1,0,0.181489,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
140,09/06/2023 12:36:19.013,1.6817,1.6816,1,1,0,0.1814756,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
141,09/06/2023 12:36:19.018,1.6867,1.6866,1,1,0,0.181468,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
142,09/06/2023 12:36:19.023,1.6913,1.6912,1,1,0,0.1814795,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
143,09/06/2023 12:36:19.028,1.6963,1.6962,1,1,0,0.1814756,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
144,09/06/2023 12:36:19.032,1.7009,1.7008,1,1,0,0.1814971,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
145,09/06/2023 12:36:19.037,1.706,1.7059,1,1,0,0.1815095,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
146,09/06/2023 12:36:19.042,1.7106,1.7105,1,1,0,0.1814995,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
147,09/06/2023 12:36:19.048,1.7162,1.7161,1,1,0,0.1814985,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
148,09/06/2023 12:36:19.053,1.7211,1.721,1,1,0,0.1815166,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
149,09/06/2023 12:36:19.057,1.7258,1.7257,1,1,0,0.1815181,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
150,09/06/2023 12:36:19.062,1.7307,1.7306,1,1,0,0.18152,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
151,09/06/2023 12:36:19.067,1.7354,1.7353,1,1,0,0.1815219,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
152,09/06/2023 12:36:19.072,1.7402,1.7401,1,1,0,0.1815357,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
153,09/06/2023 12:36:19.076,1.7449,1.7448,1,1,0,0.1815367,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
154,09/06/2023 12:36:19.081,1.7498,1.7497,1,1,0,0.1815472,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
155,09/06/2023 12:36:19.086,1.7546,1.7545,1,1,0,0.181541,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
156,09/06/2023 12:36:19.091,1.7596,1.7595,1,1,0,0.1815472,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
157,09/06/2023 12:36:19.097,1.7651,1.765,1,1,0,0.1815438,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
158,09/06/2023 12:36:19.101,1.7699,1.7698,1,1,0,0.1815419,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
159,09/06/2023 12:36:19.106,1.7746,1.7745,1,1,0,0.1815405,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
160,09/06/2023 12:36:19.111,1.7794,1.7793,1,1,0,0.1815233,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
161,09/06/2023 12:36:19.116,1.7842,1.7841,1,1,0,0.1815338,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
162,09/06/2023 12:36:19.121,1.7893,1.7892,1,1,0,0.1815319,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
163,09/06/2023 12:36:19.125,1.794,1.7939,1,1,0,0.1815262,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
164,09/06/2023 12:36:19.130,1.7986,1.7985,1,1,0,0.18151,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
165,09/06/2023 12:36:19.136,1.8042,1.8041,1,1,0,0.1814938,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
166,09/06/2023 12:36:19.140,1.8089,1.8088,1,1,0,0.1814942,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
167,09/06/2023 12:36:19.145,1.8138,1.8137,1,1,0,0.1815081,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
168,09/06/2023 12:36:19.151,1.8197,1.8196,1,1,0,0.1815147,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
169,09/06/2023 12:36:19.156,1.825,1.8249,1,1,0,0.1815071,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
170,09/06/2023 12:36:19.161,1.8291,1.829,1,1,0,0.1815009,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
171,09/06/2023 12:36:19.166,1.8348,1.8347,1,1,0,0.1815023,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
172,09/06/2023 12:36:19.171,1.8394,1.8393,1,1,0,0.1814971,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
173,09/06/2023 12:36:19.176,1.8441,1.844,1,1,0,0.1814966,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
174,09/06/2023 12:36:19.180,1.8484,1.8483,1,1,0,0.181499,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
175,09/06/2023 12:36:19.185,1.854,1.8539,1,1,0,0.1815219,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
176,09/06/2023 12:36:19.190,1.8586,1.8585,1,1,0,0.1815186,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
177,09/06/2023 12:36:19.195,1.8635,1.8634,1,1,0,0.1815209,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
178,09/06/2023 12:36:19.201,1.8698,1.8697,1,1,0,0.1815095,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
179,09/06/2023 12:36:19.206,1.8748,1.8747,1,1,0,0.1815267,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
180,09/06/2023 12:36:19.211,1.8794,1.8793,1,1,0,0.18153,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
181,09/06/2023 12:36:19.216,1.8842,1.8841,1,1,0,0.1815515,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
182,09/06/2023 12:36:19.220,1.8884,1.8883,1,1,0,0.1815391,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
183,09/06/2023 12:36:19.225,1.8938,1.8937,1,1,0,0.1815429,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
184,09/06/2023 12:36:19.230,1.8981,1.898,1,1,0,0.1815491,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
185,09/06/2023 12:36:19.234,1.9028,1.9027,1,1,0,0.1815419,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
186,09/06/2023 12:36:19.239,1.9075,1.9074,1,1,0,0.1815338,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
187,09/06/2023 12:36:19.245,1.9138,1.9137,1,1,0,0.1815305,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
188,09/06/2023 12:36:19.249,1.918,1.9179,1,1,0,0.1815166,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
189,09/06/2023 12:36:19.254,1.9228,1.9227,1,1,0,0.1815071,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
190,09/06/2023 12:36:19.259,1.9275,1.9274,1,1,0,0.18151,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
191,09/06/2023 12:36:19.265,1.9331,1.933,1,1,0,0.1815076,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
192,09/06/2023 12:36:19.269,1.9377,1.9376,1,1,0,0.1815143,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
193,09/06/2023 12:36:19.274,1.9426,1.9425,1,1,0,0.1815252,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
194,09/06/2023 12:36:19.278,1.9469,1.9468,1,1,0,0.1815176,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
195,09/06/2023 12:36:19.283,1.9516,1.9515,1,1,0,0.1815143,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
196,09/06/2023 12:36:19.288,1.9563,1.9562,1,1,0,0.1815176,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
197,09/06/2023 12:36:19.293,1.9619,1.9618,1,1,0,0.1815319,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
198,09/06/2023 12:36:19.300,1.9682,1.9681,1,1,0,0.1815429,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
199,09/06/2023 12:36:19.305,1.9731,1.973,1,1,0,0.1815438,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
200,09/06/2023 12:36:19.309,1.9773,1.9772,1,1,0,0.1815395,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
201,09/06/2023 12:36:19.314,1.9825,1.9824,1,1,0,0.1815481,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
202,09/06/2023 12:36:19.318,1.9867,1.9866,1,1,0,0.18156,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
203,09/06/2023 12:36:19.324,1.9923,1.9922,1,1,0,0.1815577,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
204,09/06/2023 12:36:19.328,1.997,1.9969,1,1,0,0.1815605,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
205,09/06/2023 12:36:19.333,2.0019,2.0018,1,1,0,0.1815672,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
206,09/06/2023 12:36:19.338,2.0061,2.006,1,1,0,0.1815639,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
207,09/06/2023 12:36:19.343,2.0113,2.0112,1,1,0,0.1815619,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
208,09/06/2023 12:36:19.348,2.017,2.0169,1,1,0,0.1815658,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
209,09/06/2023 12:36:19.353,2.022,2.0219,1,1,0,0.1815739,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
210,09/06/2023 12:36:19.358,2.0266,2.0265,1,1,0,0.181572,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
211,09/06/2023 12:36:19.363,2.0314,2.0313,1,1,0,0.1815758,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
212,09/06/2023 12:36:19.367,2.0356,2.0355,1,1,0,0.1815705,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
213,09/06/2023 12:36:19.372,2.041,2.0409,1,1,0,0.1815615,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
214,09/06/2023 12:36:19.377,2.0451,2.045,1,1,0,0.1815672,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
215,09/06/2023 12:36:19.382,2.0509,2.0508,1,1,0,0.18156,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
216,09/06/2023 12:36:19.387,2.0554,2.0553,1,1,0,0.1815577,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
217,09/06/2023 12:36:19.392,2.0604,2.0603,1,1,0,0.1815758,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
218,09/06/2023 12:36:19.396,2.0645,2.0644,1,1,0,0.1815772,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
219,09/06/2023 12:36:19.401,2.0698,2.0697,1,1,0,0.1815705,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
220,09/06/2023 12:36:19.408,2.0762,2.0761,1,1,0,0.181581,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
221,09/06/2023 12:36:19.412,2.081,2.0809,1,1,0,0.1815786,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
222,09/06/2023 12:36:19.417,2.0852,2.0851,1,1,0,0.1815844,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
223,09/06/2023 12:36:19.421,2.09,2.0899,1,1,0,0.1815901,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
224,09/06/2023 12:36:19.427,2.0954,2.0953,1,1,0,0.1815891,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
225,09/06/2023 12:36:19.432,2.1003,2.1002,1,1,0,0.1815896,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
226,09/06/2023 12:36:19.436,2.105,2.1049,1,1,0,0.1816015,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
227,09/06/2023 12:36:19.441,2.1098,2.1097,1,1,0,0.1815882,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
228,09/06/2023 12:36:19.446,2.1149,2.1148,1,1,0,0.1815796,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
229,09/06/2023 12:36:19.452,2.1201,2.12,1,1,0,0.1815858,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
230,09/06/2023 12:36:19.456,2.125,2.1249,1,1,0,0.1815743,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
231,09/06/2023 12:36:19.461,2.1299,2.1298,1,1,0,0.1815681,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
232,09/06/2023 12:36:19.466,2.1347,2.1346,1,1,0,0.1815567,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
233,09/06/2023 12:36:19.471,2.1393,2.1392,1,1,0,0.1815543,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
234,09/06/2023 12:36:19.476,2.1442,2.1441,1,1,0,0.181551,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
235,09/06/2023 12:36:19.481,2.1491,2.149,1,1,0,0.18155,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
236,09/06/2023 12:36:19.485,2.1538,2.1537,1,1,0,0.1815472,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
237,09/06/2023 12:36:19.490,2.1586,2.1585,1,1,0,0.1815515,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
238,09/06/2023 12:36:19.495,2.1634,2.1633,1,1,0,0.1815605,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
239,09/06/2023 12:36:19.500,2.1682,2.1681,1,1,0,0.1815534,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
240,09/06/2023 12:36:19.505,2.1738,2.1737,1,1,0,0.1815615,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
241,09/06/2023 12:36:19.510,2.1786,2.1785,1,1,0,0.1815705,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
242,09/06/2023 12:36:19.515,2.1833,2.1832,1,1,0,0.1815615,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
243,09/06/2023 12:36:19.520,2.1882,2.1881,1,1,0,0.1815681,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
244,09/06/2023 12:36:19.524,2.193,2.1929,1,1,0,0.18156,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
245,09/06/2023 12:36:19.529,2.1979,2.1978,1,1,0,0.1815586,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
246,09/06/2023 12:36:19.534,2.2027,2.2026,1,1,0,0.1815605,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
247,09/06/2023 12:36:19.539,2.2076,2.2075,1,1,0,0.1815672,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
248,09/06/2023 12:36:19.544,2.2122,2.2121,1,1,0,0.1815777,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
249,09/06/2023 12:36:19.550,2.2186,2.2185,1,1,0,0.1815701,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
250,09/06/2023 12:36:19.555,2.2233,2.2232,1,1,0,0.1815796,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
251,09/06/2023 12:36:19.560,2.2282,2.2281,1,1,0,0.1815829,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
252,09/06/2023 12:36:19.565,2.2331,2.233,1,1,0,0.1815815,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
253,09/06/2023 12:36:19.569,2.238,2.2379,1,1,0,0.1815786,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
254,09/06/2023 12:36:19.574,2.2426,2.2425,1,1,0,0.181581,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
255,09/06/2023 12:36:19.579,2.2474,2.2473,1,1,0,0.1815891,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
256,09/06/2023 12:36:19.583,2.2516,2.2515,1,1,0,0.1815972,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
257,09/06/2023 12:36:19.589,2.2572,2.2571,1,1,0,0.1815891,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
258,09/06/2023 12:36:19.593,2.2618,2.2617,1,1,0,0.1815891,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
259,09/06/2023 12:36:19.599,2.2674,2.2673,1,1,0,0.1815844,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
260,09/06/2023 12:36:19.604,2.2723,2.2722,1,1,0,0.1815739,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
